"row","keep_venue_id","keep_venue_name","city_slug","keep_venue_status","legacy_michelin_category","keep_other_awards","twin_venue_id","twin_name_michelin","twin_2026_category","twin_created_by_france_batch","type","confidence","reason","decision"
"254","ve_a9f521f0e3","Restaurant gastronomique 2 étoiles Michelin - Le Corot","ville-davray","active","Two Stars","0","ve_81828460ed","Le Corot","Two Stars","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"255","ve_547b373170","Demeures & Châteaux l'Abbaye Caladoise","villefranche-sur-saone","active","Bib Gourmand","0","ve_11cafb0937","L'Abbaye Caladoise","Bib Gourmand","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"256","ve_0046e8758c","Georges Blanc · Restaurant Gastronomique","vonnas","active","Two Stars","1","ve_2158912eed","Georges Blanc","Two Stars","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"257","ve_7f9aebf6d4","Balsamique Restaurant Benjamin Bajeux","wambrechies","active","Bib Gourmand","0","ve_caf40c2040","Balsamique","Bib Gourmand","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"258","ve_a590da187c","Auberge du Pont La Zorn","weyersheim","active","Bib Gourmand","0","ve_32e9314e1a","Auberge du Pont de la Zorn","Bib Gourmand","yes","merge","high","Pont La Zorn = Pont de la Zorn","merge"
"259","ve_a5adef5d5f","Logis Ferme du Vert - Hôtel et Restaurant","wierre-effroy","active","Bib Gourmand","0","ve_a56c14e274","La Ferme du Vert","Bib Gourmand","yes","merge","high","Ferme du Vert","merge"
"260","ve_c2075743bd","Bird restaurant","yerres","active","Bib Gourmand","0","ve_9242a150b5","Bird","Bib Gourmand","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"261","ve_b16199112e","Bibendum","avignon","active","Bib Gourmand","0","","","","","no twin found","","no same-city 2026 venue with the same category and a related name","keep"
"262","ve_492797f355","L'Observatoire du Gabriel","bordeaux","active","Two Stars","1","","","","","no twin found","","only same-city Two Stars is Le Pressoir d'Argent, a different venue","keep"
"263","ve_1fa87032fe","Ivan Vautier","caen","active","One Star","0","","","","","no twin found","","no same-city 2026 venue with the same category and a related name","keep"
"264","ve_4b01fc839c","LA TABLE DU POUYAUD","champcevinel","active","Bib Gourmand","0","","","","","no twin found","","no same-city 2026 venue with the same category and a related name","keep"
"265","ve_070ced1e07","Baumanière 1850","courchevel","closed","Two Stars","1","","","","","no twin found","","no Baumanière in the Courchevel 2026 list; Slalom 1850 is not proven to be the same venue","keep"
"266","ve_95253d6c9e","Sarkara**","courchevel","active","Two Stars","2","","","","","no twin found","","no Sarkara in the Courchevel 2026 list","keep"
"267","ve_63aed2ba90","Les Voiles d'Or","dieppe","active","One Star","0","","","","","no twin found","","no same-city 2026 venue with the same category and a related name","keep"
"268","ve_f4def22bfd","The Presbytere","heugueville-sur-sienne","closed","Bib Gourmand","0","","","","","no twin found","","no same-city 2026 venue with the same category and a related name","keep"
"269","ve_a048de525b","Restaurant - Cooking Classes - Chief À Domicile","la-baule","active","Bib Gourmand","0","","","","","no twin found","","only same-city Bib is Bris'Art Culinaire; no name evidence","keep"
"270","ve_ef978b8a59","Jean-Luc Tartarin","le-havre","active","One Star","0","","","","","no twin found","","no same-city 2026 venue with the same category and a related name","keep"
"271","ve_fbf30f35ca","16âme","le-monetier-les-bains","closed","Bib Gourmand","0","","","","","no twin found","","no same-city 2026 venue with the same category and a related name","keep"
"272","ve_68ad93cad4","La Table de l'Alpaga - Restaurant Gastronomique à Megève","megeve","active","One Star","0","","","","","no twin found","","no same-city 2026 venue with the same category and a related name","keep"
"273","ve_dd9bbfb16d","Meraki","nantes","active","Bib Gourmand","0","","","","","no twin found","","no same-city 2026 venue with the same category and a related name","keep"
"274","ve_72f235f057","Galanga par Monsieur George","paris","active","One Star","0","","","","","no twin found","","no same-city 2026 venue with the same category and a related name","keep"
"275","ve_36022e9b0a","Jean Imbert au Plaza Athénée","paris","active","One Star","1","","","","","no twin found","","La Grande Table du Plaza Athénée is a possible match, but no Michelin source confirms it; check the Michelin page first","keep"
"276","ve_b2c6b30c6e","La Scene Theleme","paris","active","One Star","0","","","","","no twin found","","no same-city 2026 venue with the same category and a related name","keep"
"277","ve_54915423d1","Maison Dubois","paris","active","One Star","0","","","","","no twin found","","no same-city 2026 venue with the same category and a related name","keep"
"278","ve_3bb332e0ec","Restaurant Pages","paris","active","One Star","1","","","","","no twin found","","no same-city 2026 venue with the same category and a related name","keep"
"279","ve_6abba077f0","A Mandria di Pigna","pigna-fr","active","Bib Gourmand","0","","","","","no twin found","","no same-city 2026 venue with the same category and a related name","keep"
"280","ve_e1bffb1188","La Flibuste - Restaurant Gastronomique Villeneuve-Loubet","villeneuve-loubet","active","One Star","0","","","","","no twin found","","no same-city 2026 venue with the same category and a related name","keep"
"281","","","alleyras","","","","ve_200e7ebf47","Le Haut-Allier","One Star","yes","new venue","","no old venue pairs with it: a new 2026 entry, or its twin has no legacy Michelin row","keep"
"282","","","ammerschwihr","","","","ve_c7e78b66b3","Restaurant Julien Binz","One Star","yes","new venue","","no old venue pairs with it: a new 2026 entry, or its twin has no legacy Michelin row","keep"
"283","","","arcachon","","","","ve_84ca117fa0","Le Patio","One Star","yes","new venue","","no old venue pairs with it: a new 2026 entry, or its twin has no legacy Michelin row","keep"
"284","","","ardon","","","","ve_dd6de25c33","La Table - Christophe Hay","One Star","yes","new venue","","no old venue pairs with it: a new 2026 entry, or its twin has no legacy Michelin row","keep"
"285","","","bellevigne-en-layon","","","","ve_ac634c2879","La Table de la Bergerie","One Star","yes","new venue","","no old venue pairs with it: a new 2026 entry, or its twin has no legacy Michelin row","keep"
"286","","","biarritz","","","","ve_e352d403af","La Table d'Aurélien Largeau","One Star","yes","new venue","","no old venue pairs with it: a new 2026 entry, or its twin has no legacy Michelin row","keep"
"287","","","binic","","","","ve_7cd1b354b2","La Table d'Asten","One Star","yes","new venue","","no old venue pairs with it: a new 2026 entry, or its twin has no legacy Michelin row","keep"
"288","","","bonnieux","","","","ve_eb08c02db3","La Table des Amis","Two Stars","yes","new venue","","no old venue pairs with it: a new 2026 entry, or its twin has no legacy Michelin row","keep"
"289","","","bordeaux","","","","ve_8c3c033108","La Table d'Hôtes - Le Quatrième Mur","One Star","yes","new venue","","no old venue pairs with it: a new 2026 entry, or its twin has no legacy Michelin row","keep"
"290","","","bordeaux","","","","ve_53f13cc9c0","Le Pressoir d'Argent - Gordon Ramsay","Two Stars","no","new venue","","no old venue pairs with it: a new 2026 entry, or its twin has no legacy Michelin row","keep"
"291","","","brive-la-gaillarde","","","","ve_498db571e3","La Table d'Olivier","One Star","yes","new venue","","no old venue pairs with it: a new 2026 entry, or its twin has no legacy Michelin row","keep"
"292","","","busnes","","","","ve_b82494c044","La Table de Christophe Dufossé","Two Stars","yes","new venue","","no old venue pairs with it: a new 2026 entry, or its twin has no legacy Michelin row","keep"
"293","","","carcassonne","","","","ve_a70181d6d0","La Table de Franck Putelat","Two Stars","yes","new venue","","no old venue pairs with it: a new 2026 entry, or its twin has no legacy Michelin row","keep"
"294","","","cassel","","","","ve_fbce4227c5","Haut Bonheur de la Table","One Star","yes","new venue","","no old venue pairs with it: a new 2026 entry, or its twin has no legacy Michelin row","keep"
"295","","","chaintre","","","","ve_0ddc392c48","La Table de Chaintré","One Star","yes","new venue","","no old venue pairs with it: a new 2026 entry, or its twin has no legacy Michelin row","keep"
"296","","","charols","","","","ve_6155d4ebdf","Lavandin - Château Les Oliviers de Salettes","One Star","yes","new venue","","no old venue pairs with it: a new 2026 entry, or its twin has no legacy Michelin row","keep"
"297","","","chartres","","","","ve_58d35257a1","Le Georges","One Star","yes","new venue","","no old venue pairs with it: a new 2026 entry, or its twin has no legacy Michelin row","keep"
"298","","","clichy","","","","ve_4210d49d00","Rosette","Bib Gourmand","yes","new venue","","no old venue pairs with it: a new 2026 entry, or its twin has no legacy Michelin row","keep"
"299","","","colmar","","","","ve_dd7ac25282","L'Atelier du Peintre","One Star","yes","new venue","","no old venue pairs with it: a new 2026 entry, or its twin has no legacy Michelin row","keep"
"300","","","courchevel","","","","ve_5f98076100","Slalom 1850","Two Stars","yes","new venue","","no old venue pairs with it: a new 2026 entry, or its twin has no legacy Michelin row","keep"
"301","","","deauville","","","","ve_08e3248f33","L'Essentiel","One Star","yes","new venue","","no old venue pairs with it: a new 2026 entry, or its twin has no legacy Michelin row","keep"
"302","","","dijon","","","","ve_4c0b7116b1","La Maison des Cariatides","One Star","yes","new venue","","no old venue pairs with it: a new 2026 entry, or its twin has no legacy Michelin row","keep"
"303","","","dijon","","","","ve_3af1c9c454","Origine","One Star","yes","new venue","","no old venue pairs with it: a new 2026 entry, or its twin has no legacy Michelin row","keep"
"304","","","dole","","","","ve_263c700f0e","La Chaumière","One Star","yes","new venue","","no old venue pairs with it: a new 2026 entry, or its twin has no legacy Michelin row","keep"
"305","","","eugenie-les-bains","","","","ve_c5a5babc62","L'Orangerie","One Star","yes","new venue","","no old venue pairs with it: a new 2026 entry, or its twin has no legacy Michelin row","keep"
"306","","","eze-bord-de-mer","","","","ve_2f04f32e25","La Table du Cap Estel","One Star","yes","new venue","","no old venue pairs with it: a new 2026 entry, or its twin has no legacy Michelin row","keep"
"307","","","fontevraud-l-abbaye","","","","ve_5d3f003ebe","Fontevraud L'Ermitage","One Star","yes","new venue","","no old venue pairs with it: a new 2026 entry, or its twin has no legacy Michelin row","keep"
"308","","","gevrey-chambertin","","","","ve_de5b455b8d","La Table d'Hôtes - La Rôtisserie du Chambertin","One Star","yes","new venue","","no old venue pairs with it: a new 2026 entry, or its twin has no legacy Michelin row","keep"
"309","","","grane","","","","ve_5577f21b5e","Le Kléber - La Maison Bonnet","One Star","yes","new venue","","no old venue pairs with it: a new 2026 entry, or its twin has no legacy Michelin row","keep"
"310","","","guer","","","","ve_a6766acd63","Bistrot de la Maison Tiegezh","Bib Gourmand","yes","new venue","","no old venue pairs with it: a new 2026 entry, or its twin has no legacy Michelin row","keep"
"311","","","guethary","","","","ve_615bd4bcea","Briket' Bistrot","Bib Gourmand","yes","new venue","","no old venue pairs with it: a new 2026 entry, or its twin has no legacy Michelin row","keep"
"312","","","illhaeusern","","","","ve_f2d760c8c5","Auberge de l'Ill","Two Stars","no","new venue","","no old venue pairs with it: a new 2026 entry, or its twin has no legacy Michelin row","keep"
"313","","","kaysersberg","","","","ve_3a6db57938","La Table d'Olivier Nasti","Two Stars","no","new venue","","no old venue pairs with it: a new 2026 entry, or its twin has no legacy Michelin row","keep"
"314","","","la-baule","","","","ve_5c6ad5c2fd","Bris'Art Culinaire","Bib Gourmand","yes","new venue","","no old venue pairs with it: a new 2026 entry, or its twin has no legacy Michelin row","keep"
"315","","","la-ciotat","","","","ve_bfcde1a0a2","La Table de Nans","One Star","yes","new venue","","no old venue pairs with it: a new 2026 entry, or its twin has no legacy Michelin row","keep"
"316","","","lamorlaye","","","","ve_561d10edfa","Charnu","Bib Gourmand","yes","new venue","","no old venue pairs with it: a new 2026 entry, or its twin has no legacy Michelin row","keep"
"317","","","le-broc","","","","ve_14db5c0cd0","Origines","One Star","yes","new venue","","no old venue pairs with it: a new 2026 entry, or its twin has no legacy Michelin row","keep"
"318","","","le-lavandou","","","","ve_82c2790b4f","L'Oursin - Hôtel Les Roches","One Star","yes","new venue","","no old venue pairs with it: a new 2026 entry, or its twin has no legacy Michelin row","keep"
"319","","","le-mans","","","","ve_ebcc8d4578","L'Auberge de Bagatelle","One Star","yes","new venue","","no old venue pairs with it: a new 2026 entry, or its twin has no legacy Michelin row","keep"
"320","","","le-puy-sainte-reparade","","","","ve_3889ffb4e6","La Petite Verrière","Bib Gourmand","yes","new venue","","no old venue pairs with it: a new 2026 entry, or its twin has no legacy Michelin row","keep"
"321","","","le-reposoir","","","","ve_32af691419","La Chartreuse","Bib Gourmand","yes","new venue","","no old venue pairs with it: a new 2026 entry, or its twin has no legacy Michelin row","keep"
"322","","","lembach","","","","ve_0d0e52e950","Cheval Blanc","One Star","yes","new venue","","no old venue pairs with it: a new 2026 entry, or its twin has no legacy Michelin row","keep"
"323","","","levernois","","","","ve_dc8cab89a0","Table de Levernois","One Star","yes","new venue","","no old venue pairs with it: a new 2026 entry, or its twin has no legacy Michelin row","keep"
"324","","","lorient","","","","ve_14945f94c2","Louise","One Star","yes","new venue","","no old venue pairs with it: a new 2026 entry, or its twin has no legacy Michelin row","keep"
"325","","","lucinges","","","","ve_024de34d8a","L'Auberge de Lucinges","One Star","yes","new venue","","no old venue pairs with it: a new 2026 entry, or its twin has no legacy Michelin row","keep"
"326","","","lyon","","","","ve_8fd685a196","Burgundy by Matthieu","One Star","yes","new venue","","no old venue pairs with it: a new 2026 entry, or its twin has no legacy Michelin row","keep"
"327","","","lyon","","","","ve_cdb704e14f","L'Atelier des Augustins","One Star","yes","new venue","","no old venue pairs with it: a new 2026 entry, or its twin has no legacy Michelin row","keep"
"328","","","lyon","","","","ve_3e7d56fee8","Le Neuvième Art","Two Stars","no","new venue","","no old venue pairs with it: a new 2026 entry, or its twin has no legacy Michelin row","keep"
"329","","","lyon","","","","ve_340848ef62","Les Loges","One Star","yes","new venue","","no old venue pairs with it: a new 2026 entry, or its twin has no legacy Michelin row","keep"
"330","","","lyon","","","","ve_d2820ac4f5","Mère Brazier","Two Stars","no","new venue","","no old venue pairs with it: a new 2026 entry, or its twin has no legacy Michelin row","keep"
"331","","","lyon","","","","ve_e65c648cd3","Miraflores","One Star","yes","new venue","","no old venue pairs with it: a new 2026 entry, or its twin has no legacy Michelin row","keep"
"332","","","lyon","","","","ve_b0f8f735f9","Ombellule","One Star","yes","new venue","","no old venue pairs with it: a new 2026 entry, or its twin has no legacy Michelin row","keep"
"333","","","malbuisson","","","","ve_a4307b564b","Le Bon Accueil","One Star","yes","new venue","","no old venue pairs with it: a new 2026 entry, or its twin has no legacy Michelin row","keep"
"334","","","mayenne","","","","ve_a96edea225","L'Éveil des Sens","One Star","yes","new venue","","no old venue pairs with it: a new 2026 entry, or its twin has no legacy Michelin row","keep"
"335","","","mont-de-marsan","","","","ve_530480e9d5","La Table Mirasol","One Star","yes","new venue","","no old venue pairs with it: a new 2026 entry, or its twin has no legacy Michelin row","keep"
"336","","","montaigu","","","","ve_c75a5edc51","L'Atelier","Bib Gourmand","yes","new venue","","no old venue pairs with it: a new 2026 entry, or its twin has no legacy Michelin row","keep"
"337","","","montbazon","","","","ve_7c49618161","L'Évidence","One Star","yes","new venue","","no old venue pairs with it: a new 2026 entry, or its twin has no legacy Michelin row","keep"
"338","","","montenach","","","","ve_16b203f206","Le K","One Star","yes","new venue","","no old venue pairs with it: a new 2026 entry, or its twin has no legacy Michelin row","keep"
"339","","","narbonne","","","","ve_f075d9ec6b","La Table Lionel Giraud","Two Stars","yes","new venue","","no old venue pairs with it: a new 2026 entry, or its twin has no legacy Michelin row","keep"
"340","","","nice","","","","ve_95ff5e20cf","Flaveur","Two Stars","no","new venue","","no old venue pairs with it: a new 2026 entry, or its twin has no legacy Michelin row","keep"
"341","","","nice","","","","ve_5d5203048a","Racines - Bruno Cirino","One Star","yes","new venue","","no old venue pairs with it: a new 2026 entry, or its twin has no legacy Michelin row","keep"
"342","","","noyal-sur-vilaine","","","","ve_1096f1b2fb","Auberge du Pont d'Acigné","One Star","yes","new venue","","no old venue pairs with it: a new 2026 entry, or its twin has no legacy Michelin row","keep"
"343","","","obernai","","","","ve_ef49e460a8","Thierry Schwartz - Table Naturelle","One Star","yes","new venue","","no old venue pairs with it: a new 2026 entry, or its twin has no legacy Michelin row","keep"
"344","","","paris","","","","ve_8e7d1fbc55","20 Eiffel","Bib Gourmand","yes","new venue","","no old venue pairs with it: a new 2026 entry, or its twin has no legacy Michelin row","keep"
"345","","","paris","","","","ve_274ff23fe9","Accents Table Bourse","One Star","yes","new venue","","no old venue pairs with it: a new 2026 entry, or its twin has no legacy Michelin row","keep"
"346","","","paris","","","","ve_d656f14bd5","Adami","Bib Gourmand","yes","new venue","","no old venue pairs with it: a new 2026 entry, or its twin has no legacy Michelin row","keep"
"347","","","paris","","","","ve_c844edd53f","AT","One Star","no","new venue","","no old venue pairs with it: a new 2026 entry, or its twin has no legacy Michelin row","keep"
"348","","","paris","","","","ve_091d37de68","Bistrot des Fables","Bib Gourmand","yes","new venue","","no old venue pairs with it: a new 2026 entry, or its twin has no legacy Michelin row","keep"
"349","","","paris","","","","ve_fb2f78722d","Blanc","Two Stars","no","new venue","","no old venue pairs with it: a new 2026 entry, or its twin has no legacy Michelin row","keep"
"350","","","paris","","","","ve_2144773974","BRU","Bib Gourmand","yes","new venue","","no old venue pairs with it: a new 2026 entry, or its twin has no legacy Michelin row","keep"
"351","","","paris","","","","ve_bfda4f7b82","ES","One Star","yes","new venue","","no old venue pairs with it: a new 2026 entry, or its twin has no legacy Michelin row","keep"
"352","","","paris","","","","ve_f026dbec1c","Guy Savoy","Two Stars","no","new venue","","no old venue pairs with it: a new 2026 entry, or its twin has no legacy Michelin row","keep"
"353","","","paris","","","","ve_b5e9669bd6","Kisin","Bib Gourmand","yes","new venue","","no old venue pairs with it: a new 2026 entry, or its twin has no legacy Michelin row","keep"
"354","","","paris","","","","ve_e805c4ab47","L'Antre Amis","Bib Gourmand","yes","new venue","","no old venue pairs with it: a new 2026 entry, or its twin has no legacy Michelin row","keep"
"355","","","paris","","","","ve_d356968485","L'Orangerie","Two Stars","no","new venue","","no old venue pairs with it: a new 2026 entry, or its twin has no legacy Michelin row","keep"
"356","","","paris","","","","ve_ab17ada0da","La Grande Table du Plaza Athénée","One Star","yes","new venue","","no old venue pairs with it: a new 2026 entry, or its twin has no legacy Michelin row","keep"
"357","","","paris","","","","ve_368db200e6","La Scène","Two Stars","no","new venue","","no old venue pairs with it: a new 2026 entry, or its twin has no legacy Michelin row","keep"
"358","","","paris","","","","ve_b870a6b377","Le CasseNoix","Bib Gourmand","yes","new venue","","no old venue pairs with it: a new 2026 entry, or its twin has no legacy Michelin row","keep"
"359","","","paris","","","","ve_614a065700","Le Radis Beurre","Bib Gourmand","yes","new venue","","no old venue pairs with it: a new 2026 entry, or its twin has no legacy Michelin row","keep"
"360","","","paris","","","","ve_b89103a46d","Les Canailles Pigalle","Bib Gourmand","yes","new venue","","no old venue pairs with it: a new 2026 entry, or its twin has no legacy Michelin row","keep"
"361","","","paris","","","","ve_139c220d06","Mandoobar","Bib Gourmand","yes","new venue","","no old venue pairs with it: a new 2026 entry, or its twin has no legacy Michelin row","keep"
"362","","","paris","","","","ve_d0fe4040f5","Mova","Bib Gourmand","yes","new venue","","no old venue pairs with it: a new 2026 entry, or its twin has no legacy Michelin row","keep"
"363","","","paris","","","","ve_715e96bf5c","Restaurant H","One Star","yes","new venue","","no old venue pairs with it: a new 2026 entry, or its twin has no legacy Michelin row","keep"
"364","","","paris","","","","ve_bbccd34af8","Table","Two Stars","no","new venue","","no old venue pairs with it: a new 2026 entry, or its twin has no legacy Michelin row","keep"
"365","","","paris","","","","ve_b058ae3ce4","Ze Kitchen Galerie","One Star","no","new venue","","no old venue pairs with it: a new 2026 entry, or its twin has no legacy Michelin row","keep"
"366","","","parnac","","","","ve_eff7af7883","Les Jardins","One Star","yes","new venue","","no old venue pairs with it: a new 2026 entry, or its twin has no legacy Michelin row","keep"
"367","","","pire-chance","","","","ve_7d01661f87","La Table des Pères - Domaine du Château des Pères","One Star","yes","new venue","","no old venue pairs with it: a new 2026 entry, or its twin has no legacy Michelin row","keep"
"368","","","plomodiern","","","","ve_0c4e0915ee","L'Auberge des Glazicks","Two Stars","no","new venue","","no old venue pairs with it: a new 2026 entry, or its twin has no legacy Michelin row","keep"
"369","","","pont-du-chateau","","","","ve_fe807964aa","Auberge du Pont","One Star","yes","new venue","","no old venue pairs with it: a new 2026 entry, or its twin has no legacy Michelin row","keep"
"370","","","pujaut","","","","ve_5ee7e8ac6f","Maison Chenet - Entre Vigne et Garrigue","One Star","yes","new venue","","no old venue pairs with it: a new 2026 entry, or its twin has no legacy Michelin row","keep"
"371","","","rennes","","","","ve_01cd992f2b","Racines","One Star","no","new venue","","no old venue pairs with it: a new 2026 entry, or its twin has no legacy Michelin row","keep"
"372","","","riquewihr","","","","ve_0e38b07eaa","La Table du Gourmet","One Star","yes","new venue","","no old venue pairs with it: a new 2026 entry, or its twin has no legacy Michelin row","keep"
"373","","","saint-didier-de-la-tour","","","","ve_58a21c0118","Ambroisie","One Star","yes","new venue","","no old venue pairs with it: a new 2026 entry, or its twin has no legacy Michelin row","keep"
"374","","","saint-emilion","","","","ve_47d855a88e","La Table de Pavie","Two Stars","no","new venue","","no old venue pairs with it: a new 2026 entry, or its twin has no legacy Michelin row","keep"
"375","","","saint-jean-cap-ferrat","","","","ve_f6ab48ae52","Le Cap","One Star","no","new venue","","no old venue pairs with it: a new 2026 entry, or its twin has no legacy Michelin row","keep"
"376","","","saint-paul-de-vence","","","","ve_30d395e57a","La Table de Pierre","One Star","yes","new venue","","no old venue pairs with it: a new 2026 entry, or its twin has no legacy Michelin row","keep"
"377","","","saint-pee-sur-nivelle","","","","ve_811a48504e","La Table de Cédric Béchade - L'Auberge Basque","One Star","yes","new venue","","no old venue pairs with it: a new 2026 entry, or its twin has no legacy Michelin row","keep"
"378","","","saint-remy","","","","ve_4e77c0295c","L'Auberge de Saint-Rémy","Two Stars","no","new venue","","no old venue pairs with it: a new 2026 entry, or its twin has no legacy Michelin row","keep"
"379","","","saint-remy","","","","ve_b99c2cc8b6","La Table de Tourrel","One Star","yes","new venue","","no old venue pairs with it: a new 2026 entry, or its twin has no legacy Michelin row","keep"
"380","","","saint-tropez","","","","ve_9244198304","Colette","One Star","yes","new venue","","no old venue pairs with it: a new 2026 entry, or its twin has no legacy Michelin row","keep"
"381","","","saint-tropez","","","","ve_0cd1dfaac4","La Terrasse - Cheval Blanc St-Tropez","One Star","yes","new venue","","no old venue pairs with it: a new 2026 entry, or its twin has no legacy Michelin row","keep"
"382","","","salon-de-provence","","","","ve_114fbde327","Atelier Salone","Bib Gourmand","yes","new venue","","no old venue pairs with it: a new 2026 entry, or its twin has no legacy Michelin row","keep"
"383","","","strasbourg","","","","ve_5ad6ece817","Guillaume Scheer - Les Plaisirs Gourmands","One Star","yes","new venue","","no old venue pairs with it: a new 2026 entry, or its twin has no legacy Michelin row","keep"
"384","","","taillades","","","","ve_6e32364543","L'Atelier L'Art des Mets","Bib Gourmand","yes","new venue","","no old venue pairs with it: a new 2026 entry, or its twin has no legacy Michelin row","keep"
"385","","","talloires-montmin","","","","ve_6c9fea6ee4","L'Auberge de Montmin","Two Stars","no","new venue","","no old venue pairs with it: a new 2026 entry, or its twin has no legacy Michelin row","keep"
"386","","","tresserve","","","","ve_3081a1a5ed","La Table de L'Incomparable","One Star","yes","new venue","","no old venue pairs with it: a new 2026 entry, or its twin has no legacy Michelin row","keep"
"387","","","uzes","","","","ve_a8a773adff","La Table d'Uzès","One Star","yes","new venue","","no old venue pairs with it: a new 2026 entry, or its twin has no legacy Michelin row","keep"
"388","","","veyrier-du-lac","","","","ve_20abced354","La Table de Yoann Conte","Two Stars","no","new venue","","no old venue pairs with it: a new 2026 entry, or its twin has no legacy Michelin row","keep"
"389","","","villars","","","","ve_ce42cf03c3","La Table de Pablo","Bib Gourmand","yes","new venue","","no old venue pairs with it: a new 2026 entry, or its twin has no legacy Michelin row","keep"
"390","","","villeneuve-les-avignon","","","","ve_7a88dddaa0","Le Prieuré","One Star","yes","new venue","","no old venue pairs with it: a new 2026 entry, or its twin has no legacy Michelin row","keep"
"391","","","vinay","","","","ve_1d1607deee","Alcôve","One Star","yes","new venue","","no old venue pairs with it: a new 2026 entry, or its twin has no legacy Michelin row","keep"
"392","","","vincennes","","","","ve_a9d1331ee3","L'Ours","One Star","yes","new venue","","no old venue pairs with it: a new 2026 entry, or its twin has no legacy Michelin row","keep"
