"row","keep_venue_id","keep_venue_name","city_slug","keep_venue_status","legacy_michelin_category","keep_other_awards","twin_venue_id","twin_name_michelin","twin_city_slug","twin_2026_category","twin_created_by_italy_batch","type","confidence","reason","decision"
"266","ve_c6f66a3667","LoRo - Ristorante & Bistrò","trescore-balneario","active","One Star","0","ve_d1b2afd302","LoRo","trescore-balneario","One Star","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"267","ve_5b2f7a16b5","Trattoria Miculan","tricesimo","active","Bib Gourmand","0","ve_1f5871dd5e","Antica Trattoria da Miculan","tricesimo","Bib Gourmand","yes","merge","high","Trattoria (da) Miculan","merge"
"268","ve_b0e6e821e7","Cannavacciuolo Bistrot - Torino","turin","active","One Star","0","ve_3429fe4c40","Cannavacciuolo Bistrot","turin","One Star","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"269","ve_5aaf98b25e","Larossa","turin","active","One Star","0","ve_a55d27a6ec","Andrea Larossa","turin","One Star","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"270","ve_fd3422e849","Piano35 Ristorante","turin","active","One Star","0","ve_e5d82820b1","Piano35","turin","One Star","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"271","ve_c49d9955c8","Ristorante Consorzio","turin","active","Bib Gourmand","0","ve_9926dfb465","Consorzio","turin","Bib Gourmand","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"272","ve_391be98afc","Ristorante Del Cambio","turin","active","One Star","3","ve_6544317e29","Del Cambio","turin","One Star","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"273","ve_7d9891bc99","Scannabue","turin","active","Bib Gourmand","0","ve_386fb0ef13","Scannabue Caffè Restaurant","turin","Bib Gourmand","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"274","ve_02a314c977","Ristorante La Civetta","urbe","active","Bib Gourmand","0","ve_9038f00592","La Civetta","urbe","Bib Gourmand","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"275","ve_3487609f86","Ristorante La Chioccia D'Oro","vallo-della-lucania","active","Bib Gourmand","0","ve_c568819f84","La Chioccia d'Oro","vallo-della-lucania","Bib Gourmand","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"276","ve_f251e2e22d","Ristorante Buscone","varzi","active","Bib Gourmand","0","ve_aa7b1bd5dc","Buscone","varzi","Bib Gourmand","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"277","ve_482ef575ac","13 Comuni Ristorante e ApartHotel","velo-veronese","active","Bib Gourmand","0","ve_d049fe99d0","13 Comuni","velo-veronese","Bib Gourmand","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"278","ve_50189097fa","Dolce Stil Novo - Alfredo Russo","venaria-reale","active","One Star","0","ve_69180d2d51","Dolce Stil Novo alla Reggia","venaria-reale","One Star","yes","merge","high","Dolce Stil Novo","merge"
"279","ve_4c666fa1b6","Ristorante Glam","venice","active","Two Stars","4","ve_782861d4aa","Glam Enrico Bartolini","venice","Two Stars","yes","merge","high","Glam, Enrico Bartolini","merge"
"280","ve_389bbf3e46","Ristorante Local","venice","active","One Star","1","ve_ae5c3a3e14","Local","venice","One Star","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"281","ve_d81a71e966","Ristorante Quadri","venice","active","One Star","2","ve_6317483fef","Quadri","venice","One Star","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"282","ve_aeca65c37c","Ristorante Wistèria","venice","active","One Star","0","ve_0737b9ccc6","Wistèria","venice","One Star","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"283","ve_acdfd2daf5","Iris Ristorante a Palazzo Soave","verona","active","One Star","0","ve_11b775a307","Iris Ristorante","verona","One Star","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"284","ve_b24b1c1085","Ristorante Il Desco","verona","active","One Star","0","ve_f84e239729","Il Desco","verona","One Star","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"285","ve_e86a2043a5","Trattoria Al Bersagliere","verona","active","Bib Gourmand","0","ve_6528ab21c3","Al Bersagliere","verona","Bib Gourmand","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"286","ve_578ead2e2b","Trattoria Il Sogno","vetrego","active","Bib Gourmand","0","ve_08338f4a91","Il Sogno","vetrego","Bib Gourmand","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"287","ve_7442b66da8","Ristorante da Romano a Viareggio","viareggio","active","One Star","1","ve_25cdd11fb6","Romano","viareggio","One Star","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"288","ve_f457cb2e3d","Ristorante Lunasia","viareggio","active","One Star","0","ve_cc0fde132a","Lunasia","viareggio","One Star","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"289","ve_d531566119","Albergo Ristorante Edelweiss - Larespa","viceno","active","Bib Gourmand","0","ve_42c4388acc","Edelweiss","viceno","Bib Gourmand","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"290","ve_f7436783fd","Antica Osteria Nonna Rosa di Peppe Guida","vico-equense","active","One Star","0","ve_ab68846364","Antica Osteria Nonna Rosa","vico-equense","One Star","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"291","ve_8c5c4a68fe","Ristorante Romani","vicomero-di-torrile","active","Bib Gourmand","0","ve_2e684db862","Romani","vicomero-di-torrile","Bib Gourmand","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"292","ve_854646b476","Volta del Fuenti","vietri-sul-mare","active","One Star","0","ve_050524f985","Volta del Fuenti by Michele De Blasio","vietri-sul-mare","One Star","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"293","ve_47cf8e2c84","Ristorante I Castagni","vigevano","active","One Star","0","ve_f1f57fbb65","I Castagni","vigevano","One Star","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"294","ve_c763df6f85","Ristorante Rimulas","voghera","active","Bib Gourmand","0","ve_254ad8394d","Rimulas","voghera","Bib Gourmand","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"295","ve_5f65414b3a","Ristorante I Tenerumi","vulcanello","active","Two Stars","3","ve_3860471c98","I Tenerumi","vulcanello","Two Stars","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"296","ve_b50ed77a77","Ristorante Il Cappero","vulcanello","active","One Star","0","ve_6f7a35564e","Il Cappero","vulcanello","One Star","yes","merge","high","same city and category; Michelin name is inside the old name","merge"
"297","ve_df6d5db906","Octavin","arezzo","active","One Star","0","","","","","","no twin found","","no One Star candidate in Arezzo","keep"
"298","ve_44bac09421","Borgo Spoltino","mosciano-santangelo","closed","Bib Gourmand","0","","","","","","no twin found","","no Bib candidate in Mosciano Sant'Angelo","keep"
"299","ve_0d133af797","Trattoria Da Marino","serravalle-pistoiese","active","Bib Gourmand","0","","","","","","no twin found","","no Bib candidate in Serravalle Pistoiese","keep"
"300","ve_48fe5153e8","Ristorante Atman","vinci","active","One Star","1","","","","","","no twin found","","no One Star candidate in Vinci","keep"
"301","","","amalfi","","","","ve_14ce5d2000","Alici","amalfi","One Star","yes","new venue","","no old venue pairs with it: a new 2026 entry, or its twin has no legacy Michelin row","keep"
"302","","","annunziata","","","","ve_b5a5b44c26","La Torre One Fire","annunziata","Bib Gourmand","yes","new venue","","no old venue pairs with it: a new 2026 entry, or its twin has no legacy Michelin row","keep"
"303","","","bergamo","","","","ve_a2a6eebf81","Villa Elena","bergamo","Two Stars","no","new venue","","no old venue pairs with it: a new 2026 entry, or its twin has no legacy Michelin row","keep"
"304","","","cervere","","","","ve_74cd41b387","Antica Corona Reale","cervere","Two Stars","yes","new venue","","no old venue pairs with it: a new 2026 entry, or its twin has no legacy Michelin row","keep"
"305","","","forte-dei-marmi","","","","ve_aab551e951","Bistrot","forte-dei-marmi","One Star","yes","new venue","","no old venue pairs with it: a new 2026 entry, or its twin has no legacy Michelin row","keep"
"306","","","gabicce-monte","","","","ve_acf7e634fe","Dalla Gioconda","gabicce-monte","One Star","no","new venue","","no old venue pairs with it: a new 2026 entry, or its twin has no legacy Michelin row","keep"
"307","","","gargnano","","","","ve_ae9fe2766d","Villa Feltrinelli","gargnano","Two Stars","yes","new venue","","no old venue pairs with it: a new 2026 entry, or its twin has no legacy Michelin row","keep"
"308","","","guardiagrele","","","","ve_561ec4bc6f","Villa Maiella","guardiagrele","One Star","yes","new venue","","no old venue pairs with it: a new 2026 entry, or its twin has no legacy Michelin row","keep"
"309","","","longiano","","","","ve_40a461563b","Magnolia","longiano","Two Stars","yes","new venue","","no old venue pairs with it: a new 2026 entry, or its twin has no legacy Michelin row","keep"
"310","","","malfa-it","","","","ve_69b7b57435","Signum","malfa-it","One Star","yes","new venue","","no old venue pairs with it: a new 2026 entry, or its twin has no legacy Michelin row","keep"
"311","","","milan","","","","ve_ce02b752b9","Sadler","milan","One Star","yes","new venue","","no old venue pairs with it: a new 2026 entry, or its twin has no legacy Michelin row","keep"
"312","","","milano-marittima","","","","ve_9daa7d3da1","Osteria Bartolini","milano-marittima","Bib Gourmand","yes","new venue","","no old venue pairs with it: a new 2026 entry, or its twin has no legacy Michelin row","keep"
"313","","","olgiate-olona","","","","ve_cfe03c3b52","Acqua","olgiate-olona","One Star","yes","new venue","","no old venue pairs with it: a new 2026 entry, or its twin has no legacy Michelin row","keep"
"314","","","pralboino","","","","ve_5b5c4f827e","Leon d'Oro","pralboino","One Star","yes","new venue","","no old venue pairs with it: a new 2026 entry, or its twin has no legacy Michelin row","keep"
"315","","","puos-d-alpago","","","","ve_6aae3c8d64","Locanda San Lorenzo","puos-d-alpago","One Star","yes","new venue","","no old venue pairs with it: a new 2026 entry, or its twin has no legacy Michelin row","keep"
"316","","","rome","","","","ve_86f18a2ceb","All'Oro","rome","One Star","yes","new venue","","no old venue pairs with it: a new 2026 entry, or its twin has no legacy Michelin row","keep"
"317","","","rome","","","","ve_e8571e5e10","Aroma","rome","One Star","yes","new venue","","no old venue pairs with it: a new 2026 entry, or its twin has no legacy Michelin row","keep"
"318","","","rome","","","","ve_2d8dc88fb7","Enoteca La Torre","rome","Two Stars","no","new venue","","no old venue pairs with it: a new 2026 entry, or its twin has no legacy Michelin row","keep"
"319","","","rome","","","","ve_e072ed05f6","Orma Roma","rome","One Star","no","new venue","","no old venue pairs with it: a new 2026 entry, or its twin has no legacy Michelin row","keep"
"320","","","rome","","","","ve_ca50107d68","PiperoRoma","rome","One Star","no","new venue","","no old venue pairs with it: a new 2026 entry, or its twin has no legacy Michelin row","keep"
"321","","","sant-anna","","","","ve_aae6903bf0","La Pineta","sant-anna","Bib Gourmand","yes","new venue","","no old venue pairs with it: a new 2026 entry, or its twin has no legacy Michelin row","keep"
"322","","","sant-omero","","","","ve_fd739bff8d","Zunica 1880 a Villa Corallo","sant-omero","One Star","yes","new venue","","no old venue pairs with it: a new 2026 entry, or its twin has no legacy Michelin row","keep"
"323","","","santo-stefano-belbo","","","","ve_7c469c8c9d","Il Ristorante di Guido da Costigliole","santo-stefano-belbo","One Star","yes","new venue","","no old venue pairs with it: a new 2026 entry, or its twin has no legacy Michelin row","keep"
"324","","","turin","","","","ve_3d1cda8ab7","Condividere","turin","One Star","yes","new venue","","no old venue pairs with it: a new 2026 entry, or its twin has no legacy Michelin row","keep"
"325","","","vallesaccarda","","","","ve_d32edd43d0","Oasis - Sapori Antichi","vallesaccarda","One Star","yes","new venue","","no old venue pairs with it: a new 2026 entry, or its twin has no legacy Michelin row","keep"
"326","","","vernante","","","","ve_85020a53ff","Nazionale","vernante","One Star","yes","new venue","","no old venue pairs with it: a new 2026 entry, or its twin has no legacy Michelin row","keep"
